age,income,credit_score,loan_amount,debt_to_income_pct,num_dependents,years_employed,account_balance,num_prev_loans,monthly_expenses,gender,employment_status,education_level,loan_purpose,region,marital_status,application_year,loan_duration_months,application_date,loan_default
63,26656.7,647,14353.56,39.37,5.0,2.2,1926.29,2,,Non-Binary,Part-Time,Bachelor,Education,North,,2010,36,2010-05-26,1
38,66529.26,724,9731.07,27.12,4.0,11.2,12749.96,2,17891.32,Male,Retired,Bachelor,Personal,East,Married,2019,48,2019-06-26,0
38,39796.09,766,3788.02,10.32,4.0,1.9,6280.53,8,8198.77,Non-Binary,Full-Time,High School,Personal,West,Married,2021,36,2021-04-12,0
33,36391.58,639,8027.4,36.69,1.0,7.4,26590.54,4,12116.05,Male,Retired,High School,Personal,North,Married,2013,48,2013-07-23,0
48,57948.51,728,17314.6,39.07,1.0,9.2,4008.59,2,12312.31,Male,Full-Time,Master,Home,West,Widowed,2015,60,2015-08-03,0
30,67407.42,626,7655.89,16.82,1.0,3.5,38502.17,9,21464.1,Male,Part-Time,Bachelor,Personal,North,Single,2012,24,2012-11-07,0
33,40880.47,703,14878.24,14.52,4.0,6.1,31432.16,5,,Female,Full-Time,Master,Personal,West,Single,2015,36,2015-02-05,0
69,81250.85,670,21141.79,58.93,2.0,18.8,29534.93,0,13945.14,Male,Full-Time,High School,Medical,South,Divorced,2024,36,2024-02-03,1
44,45759.14,672,22462.34,14.64,4.0,1.4,1783.83,2,12855.79,Male,Full-Time,PhD,Personal,East,Divorced,2011,36,2011-12-01,0
64,36272.66,676,8781.34,25.75,4.0,2.5,15806.29,4,6142.38,Female,Retired,Master,Education,East,Single,2020,48,2020-04-06,0
42,34805.55,721,1751.94,32.06,4.0,0.7,1172.57,9,11350.16,Male,Full-Time,,Education,North,Married,2011,48,2011-09-19,0
22,60182.72,572,15149.11,9.7,0.0,7.7,5893.44,5,12759.59,Female,Unemployed,High School,Car,North,Single,2014,12,2014-08-11,0
37,18848.73,620,10336.96,16.15,5.0,4.5,1842.82,7,3725.18,Male,Unemployed,Bachelor,Home,Central,Single,2019,48,2019-07-14,0
66,75073.77,630,18651.96,33.5,4.0,0.7,,1,13187.49,Male,Retired,Master,Personal,North,Single,2015,36,2015-10-24,0
71,44789.42,675,22573.38,18.54,,2.9,2769.35,7,8119.21,Male,Unemployed,High School,Education,Central,Married,2019,12,2019-11-11,0
55,52633.1,517,11429.71,15.68,2.0,3.7,1271.22,9,9215.67,Female,Self-Employed,High School,Business,West,Divorced,2022,36,2022-02-22,1
23,32342.2,524,28495.64,8.62,5.0,3.4,9617.71,5,6543.66,Female,Part-Time,Bachelor,Car,Central,Married,2010,24,2010-03-10,1
47,94547.1,722,4686.6,66.55,4.0,2.3,524.61,0,25577.97,Male,Self-Employed,Master,Home,West,Divorced,2010,60,2010-11-05,1
26,55371.33,565,16821.93,9.02,6.0,0.8,14425.61,4,12519.02,Male,Self-Employed,High School,Education,South,Married,2017,24,2017-09-28,0
58,93195.09,818,22245.47,27.2,4.0,2.0,8140.14,3,27101.4,Male,Full-Time,Master,Home,South,Single,2021,48,2021-03-01,1
71,53336.1,589,8086.1,43.05,0.0,2.4,,2,14321.22,Non-Binary,Self-Employed,PhD,Education,East,Single,2022,12,2022-04-08,0
56,55523.81,614,13550.01,36.94,5.0,,61556.16,9,,Female,Full-Time,Bachelor,Car,North,Married,2018,48,2018-09-20,0
25,20692.65,662,11152.78,9.2,0.0,1.1,3182.26,9,3481.85,Male,Self-Employed,Bachelor,Business,East,Married,2024,48,2024-10-17,0
40,52508.48,787,5544.83,62.28,0.0,3.6,13177.37,0,13072.5,Male,Full-Time,,Car,East,Single,2023,36,2023-03-21,1
69,24752.95,634,14634.03,7.86,3.0,14.9,,8,4385.44,Male,Retired,Bachelor,Personal,South,Single,2021,36,2021-01-08,0
56,33993.58,550,9183.28,18.27,2.0,7.6,5800.82,3,8749.8,Non-Binary,Unemployed,PhD,Education,East,Married,2021,60,2021-03-04,0
50,33765.99,678,15699.9,55.17,,10.0,33004.11,4,,Male,Unemployed,,Home,Central,Married,2022,24,2022-01-19,0
30,48436.44,513,12854.01,39.87,5.0,12.3,11664.77,4,9235.76,Male,Full-Time,Master,Car,North,Married,2019,36,2019-07-01,1
37,43515.95,546,18023.1,30.7,5.0,2.3,5835.39,1,,Male,Unemployed,Bachelor,Medical,East,Single,2017,84,2017-04-13,1
42,18079.09,562,20687.66,23.98,3.0,10.1,15519.28,2,4681.52,Female,Full-Time,Master,Personal,South,Married,2022,60,2022-09-13,0
32,62388.09,680,57508.39,43.38,0.0,3.0,1104.91,4,,Male,Full-Time,High School,Car,South,Single,2023,60,2023-03-06,1
70,56856.99,766,27410.79,51.67,3.0,6.4,18918.67,6,,Female,Full-Time,Bachelor,Personal,East,Single,2016,60,2016-05-21,0
49,34501.98,678,12530.48,29.24,3.0,,855.24,8,8960.82,Female,Full-Time,Master,Car,Central,Single,2022,60,2022-03-15,0
41,50059.15,677,19698.58,30.39,6.0,0.1,10056.68,4,9350.13,Female,Retired,,Home,East,Single,2015,60,2015-05-21,0
71,78860.32,639,19393.98,44.09,2.0,3.5,4448.77,9,16973.82,Female,Full-Time,,Car,South,Divorced,2012,36,2012-01-10,0
22,46198.28,734,15628.89,48.01,1.0,1.6,9672.26,3,12982.76,Female,Self-Employed,PhD,Home,Central,Single,2013,24,2013-05-19,0
27,26403.75,658,21336.92,27.88,0.0,1.4,4905.18,0,4434.18,Male,Self-Employed,Bachelor,Personal,Central,Single,2018,48,2018-08-08,0
34,30428.88,665,6008.79,54.25,2.0,3.2,318.45,6,6208.69,Female,Full-Time,High School,Business,East,Married,2016,36,2016-04-10,1
58,52491.86,714,6136.48,39.17,6.0,1.0,8608.61,3,,Female,Part-Time,Bachelor,Medical,North,Divorced,2012,60,2012-09-25,0
46,76523.52,776,30876.3,51.78,4.0,8.3,3053.08,2,19048.08,Male,Full-Time,Master,Medical,East,Single,2022,60,2022-09-22,0
36,58421.33,754,3896.44,13.33,2.0,6.3,990.39,0,16633.0,Male,Full-Time,,Car,West,,2016,24,2016-02-19,1
41,19716.75,584,10112.38,12.99,0.0,0.5,762.43,4,4687.25,Female,Full-Time,Master,Medical,West,Divorced,2015,60,2015-03-26,1
43,133373.71,660,3819.44,31.37,1.0,5.5,603.52,1,32772.74,Male,Full-Time,Bachelor,Home,East,,2022,84,2022-09-15,0
26,92736.92,623,9507.59,38.08,6.0,1.0,3857.02,5,26932.18,Female,Part-Time,High School,Home,West,Married,2019,36,2019-08-05,1
32,18070.17,657,33792.62,51.58,4.0,7.1,1318.64,8,3699.03,Male,Part-Time,PhD,Home,Central,Single,2021,60,2021-12-14,1
47,47553.44,766,11708.52,19.96,1.0,0.9,676.64,2,8765.5,Male,Full-Time,Bachelor,Home,North,Single,2021,36,2021-06-05,1
27,40410.29,618,11358.47,61.69,1.0,11.1,3149.48,3,6863.28,Female,Full-Time,High School,Car,Central,,2014,48,2014-06-19,1
22,46232.63,465,3184.01,56.66,6.0,17.1,1891.35,5,10576.03,Male,Part-Time,Bachelor,Car,West,Single,2020,84,2020-03-05,1
21,48127.47,725,16093.74,27.88,0.0,3.9,23259.27,8,,Female,Full-Time,High School,Business,South,Single,2014,24,2014-01-24,0
67,26929.37,641,12145.45,27.23,,3.7,2094.09,7,,Male,Unemployed,,Personal,North,Single,2023,36,2023-05-04,0
60,32921.26,671,8653.39,10.92,2.0,13.7,7192.67,2,9573.37,Female,Self-Employed,,Home,North,Single,2018,36,2018-06-07,0
64,29710.24,684,11469.54,14.51,5.0,1.8,14463.57,7,,Female,Part-Time,Bachelor,Home,East,Married,2014,60,2014-03-14,0
69,47381.63,611,143301.93,37.73,1.0,2.3,4489.91,0,12716.54,Male,Retired,Bachelor,Home,South,Married,2014,24,2014-12-23,1
64,101984.82,521,11141.46,19.86,0.0,4.0,6874.19,0,,Male,Part-Time,Master,Medical,East,Married,2020,36,2020-08-20,0
44,60100.77,663,16667.13,8.8,3.0,0.2,1537.75,4,17852.33,Female,Full-Time,Bachelor,Car,South,Single,2023,60,2023-04-21,1
31,,590,24509.22,3.56,3.0,2.4,5284.93,7,34593.56,Female,Self-Employed,Bachelor,Business,North,Divorced,2020,60,2020-12-25,0
54,25214.6,784,17568.22,48.47,3.0,,2072.12,8,7535.44,Female,Self-Employed,Bachelor,Education,Central,Widowed,2012,48,2012-10-05,1
48,36530.41,468,23467.1,21.0,2.0,5.2,18310.59,2,9062.1,Male,Self-Employed,Bachelor,Car,North,Married,2022,36,2022-09-18,0
25,22417.45,669,12306.51,61.65,1.0,3.7,5281.92,4,6574.92,Female,Unemployed,High School,Business,North,Married,2012,48,2012-01-06,0
27,42914.98,534,11963.79,22.52,4.0,3.3,1390.67,9,,Female,Full-Time,Bachelor,Business,South,Single,2012,60,2012-08-27,0
18,38774.66,696,15936.15,48.8,,14.5,5576.22,5,9609.31,Female,Unemployed,Bachelor,Car,Central,Married,2011,36,2011-02-23,0
47,78173.71,773,7013.17,45.04,4.0,7.4,9211.31,6,,Female,Unemployed,Bachelor,Medical,Central,Divorced,2011,60,2011-08-10,0
71,71599.14,658,3567.89,26.04,1.0,0.7,2075.35,3,13800.2,Male,Retired,,Home,South,Married,2022,48,2022-12-10,0
45,160137.83,776,28197.68,17.69,5.0,8.2,,1,32001.75,Male,Unemployed,Master,Business,Central,Married,2021,24,2021-09-14,1
27,20857.36,562,24321.62,18.05,0.0,0.7,5264.04,0,,Female,Unemployed,PhD,Home,West,Married,2015,24,2015-01-20,1
33,77848.77,583,28227.27,12.84,2.0,2.1,5957.77,0,13110.14,Non-Binary,Full-Time,High School,Business,South,Married,2014,36,2014-09-02,0
27,71158.82,753,7621.5,10.2,3.0,2.1,10970.32,1,,Male,Full-Time,Master,Business,East,Single,2015,84,2015-08-19,0
37,47653.45,523,20464.53,39.5,6.0,0.9,24681.28,1,10741.46,Male,Full-Time,High School,Car,Central,Married,2023,48,2023-11-01,1
31,93252.13,716,14438.27,1.0,0.0,0.2,4956.53,9,16993.6,Female,Full-Time,PhD,Car,North,Single,2017,24,2017-04-01,0
43,59212.92,680,47981.83,13.05,4.0,3.0,4195.61,1,11440.51,Male,Part-Time,High School,Home,South,,2023,36,2023-03-11,0
47,168091.97,633,17326.93,44.69,0.0,2.3,1713.32,7,58491.87,Female,Self-Employed,Master,Education,West,,2014,24,2014-01-17,0
28,50824.84,621,36658.09,7.0,1.0,0.3,9528.99,3,9679.31,Male,Full-Time,Master,Home,South,Married,2022,60,2022-09-11,0
25,23920.87,663,36248.02,27.31,3.0,1.3,,1,,Female,Self-Employed,Master,Car,West,Married,2014,36,2014-09-21,1
31,9565.51,600,46213.07,6.91,5.0,3.3,2381.21,4,3301.17,Male,Full-Time,Bachelor,Car,North,,2016,36,2016-08-23,1
34,41137.83,566,43222.2,15.49,6.0,7.1,6540.31,2,9953.91,Female,Full-Time,Bachelor,Medical,South,Married,2010,60,2010-07-04,1
55,81369.18,583,23655.55,44.4,3.0,2.3,6147.48,5,19973.78,Female,Full-Time,,Medical,West,Married,2022,84,2022-12-24,1
20,51890.99,689,21414.65,22.34,4.0,,28387.79,8,18400.29,Female,Full-Time,,Medical,East,Married,2019,84,2019-12-13,0
48,110176.25,757,10996.95,28.14,4.0,10.8,2282.33,9,28991.08,Male,Self-Employed,Master,Car,East,Widowed,2021,36,2021-04-01,1
44,43427.67,763,18791.8,55.4,6.0,6.8,3760.69,7,14833.95,Female,Full-Time,High School,Car,South,Widowed,2018,36,2018-02-25,0
34,21269.21,657,32094.16,31.25,1.0,2.1,1646.41,8,7506.06,Female,Retired,Bachelor,Education,Central,,2019,24,2019-03-09,1
20,34523.4,666,17863.41,23.5,6.0,4.3,,8,11552.29,Female,Unemployed,Bachelor,Car,North,Married,2024,24,2024-08-20,0
48,86188.4,630,8102.28,54.44,0.0,0.7,,9,23865.38,Male,Retired,Master,Business,West,Single,2014,60,2014-12-21,1
28,37552.92,635,3717.11,33.75,3.0,2.8,600.1,7,7131.43,Female,Retired,Master,Home,North,,2013,36,2013-07-15,1
54,61226.81,749,54655.23,29.23,4.0,6.3,120118.46,1,17088.27,Male,Retired,,Home,West,Divorced,2012,36,2012-09-28,0
36,50502.48,673,8736.59,61.36,,8.9,18188.7,3,16596.15,Female,Full-Time,,Car,East,Single,2019,48,2019-09-08,0
39,22517.03,802,12195.34,13.24,0.0,2.7,3889.67,5,5019.66,Male,Retired,High School,Home,North,,2021,48,2021-04-12,0
27,59202.79,598,25766.81,32.82,6.0,3.4,23911.49,5,12069.58,Male,Full-Time,High School,Personal,Central,Married,2014,48,2014-03-07,0
57,22061.06,780,11203.15,41.56,1.0,7.0,1285.81,5,6352.45,Female,Unemployed,High School,Business,North,Single,2016,60,2016-07-06,0
60,64436.63,640,17448.07,47.39,3.0,7.4,5254.83,0,23320.26,Female,Full-Time,Bachelor,Car,North,Single,2024,24,2024-03-14,1
65,59097.2,475,22262.05,4.43,4.0,1.7,,9,13994.9,Female,Full-Time,High School,Medical,South,,2021,36,2021-10-01,1
57,60706.32,739,5017.58,39.38,0.0,3.8,7285.1,6,13782.47,Male,Full-Time,Bachelor,Business,West,Single,2021,84,2021-09-19,0
42,141105.19,798,65255.85,39.64,4.0,0.2,34499.24,5,33227.29,Female,Unemployed,Bachelor,Business,West,Single,2010,36,2010-07-04,0
65,55075.55,692,7488.58,9.0,1.0,0.5,3247.72,9,,Female,Self-Employed,Bachelor,Home,North,Single,2015,36,2015-07-20,1
39,41700.17,805,18316.41,23.31,1.0,9.4,6457.08,1,8755.64,Female,Self-Employed,Master,Home,South,Married,2018,36,2018-04-11,0
63,61074.69,735,17545.47,20.62,0.0,,3717.86,9,19697.72,Female,Full-Time,High School,Business,North,Divorced,2014,36,2014-03-17,0
30,46732.29,763,21228.83,21.56,3.0,3.1,4058.57,9,12437.61,Female,Full-Time,Master,Personal,South,Single,2024,84,2024-04-28,0
31,46085.35,489,5254.44,4.79,6.0,0.3,9664.27,1,12224.89,Female,Self-Employed,High School,Home,Central,Single,2021,48,2021-03-10,1
60,27872.01,813,10907.29,7.51,3.0,0.6,11383.04,2,6099.92,Male,Full-Time,Bachelor,Personal,Central,Married,2022,48,2022-08-10,0
22,49049.16,740,13285.5,32.9,1.0,11.0,3302.82,6,19445.16,Male,Full-Time,,Home,Central,,2020,84,2020-05-05,0
34,25289.85,408,21369.48,5.39,1.0,5.2,868.48,0,9390.46,Male,Full-Time,Bachelor,Car,Central,Divorced,2010,24,2010-02-08,1
67,142795.92,711,12658.79,16.66,3.0,0.4,1325.16,6,30214.85,Female,Self-Employed,Bachelor,Personal,East,Married,2017,36,2017-12-17,1
58,46792.01,668,8723.96,36.73,6.0,1.5,2364.19,0,8547.66,Female,Self-Employed,,Personal,South,Divorced,2018,36,2018-11-23,0
63,33636.81,648,6641.03,29.14,0.0,5.2,1475.37,7,5957.24,Female,Full-Time,Bachelor,Education,Central,,2020,36,2020-09-07,0
46,51971.87,637,17880.65,25.0,2.0,10.1,2011.15,4,10723.46,Female,Unemployed,Bachelor,Car,South,Married,2022,84,2022-10-17,0
65,76787.56,504,11319.51,8.07,3.0,1.4,35713.32,4,18888.74,Female,Full-Time,High School,Home,Central,Married,2021,36,2021-11-26,1
42,66629.96,746,21948.38,33.89,4.0,0.6,11889.38,2,11836.73,Male,Part-Time,Bachelor,Business,West,,2018,60,2018-06-13,1
73,43493.96,748,18735.49,26.36,6.0,10.8,8807.87,8,13457.44,Male,Self-Employed,Bachelor,Education,West,Single,2013,60,2013-03-17,0
35,12915.38,599,67324.86,24.28,2.0,6.2,1203.91,9,3069.97,Male,Retired,High School,Car,West,Divorced,2014,36,2014-01-07,1
20,27563.97,756,15173.15,12.84,6.0,3.2,532.18,2,,Female,Full-Time,PhD,Car,East,Married,2022,60,2022-03-05,0
73,46640.9,785,17818.22,19.93,5.0,2.6,4778.43,5,9208.34,Male,Full-Time,Bachelor,Home,North,Divorced,2011,36,2011-02-06,0
73,50564.85,816,20593.5,30.56,1.0,7.0,4407.39,2,12117.13,Female,Unemployed,Bachelor,Business,East,Married,2014,36,2014-11-17,0
66,33345.49,622,21906.63,11.75,5.0,1.8,7996.64,2,9108.46,Male,Retired,Bachelor,Medical,South,Single,2013,24,2013-09-28,0
18,38173.55,568,19501.09,11.74,1.0,2.0,14426.42,4,6452.82,Male,Retired,Bachelor,Personal,East,Married,2017,24,2017-05-01,0
29,34172.22,624,16051.49,40.69,0.0,0.4,23155.8,1,6999.47,Male,Unemployed,Bachelor,Business,South,Single,2013,60,2013-01-26,1
54,98431.45,687,4388.42,9.75,4.0,2.0,1897.49,8,19695.88,Male,Full-Time,High School,Car,Central,,2021,36,2021-08-08,0
21,55173.92,850,41066.56,61.81,5.0,7.2,3939.11,4,9327.21,Male,Self-Employed,High School,Education,Central,,2012,24,2012-10-15,0
57,22843.86,676,77095.04,15.97,4.0,3.8,4022.37,8,7585.65,Male,Unemployed,Bachelor,Education,West,Divorced,2013,60,2013-03-19,1
31,48869.01,598,4787.85,19.22,6.0,0.3,17744.66,1,13785.29,Female,Self-Employed,Master,Education,South,,2016,84,2016-08-12,0
69,96311.54,582,14750.51,41.71,1.0,0.8,890.63,8,18447.93,Female,Full-Time,Bachelor,Medical,Central,Married,2024,48,2024-11-19,1
69,74033.12,635,16449.19,20.38,4.0,0.6,13271.06,9,20057.69,Female,Part-Time,Master,Personal,East,Single,2020,48,2020-07-23,0
20,79917.28,717,23577.26,4.65,5.0,1.3,7280.62,4,19098.84,Female,Retired,Master,Car,North,Divorced,2017,48,2017-04-24,0
18,42350.87,630,27593.31,9.06,6.0,5.0,17831.68,4,9839.51,Male,Full-Time,Master,Home,South,Married,2021,60,2021-04-28,0
41,110773.75,731,11706.5,6.86,4.0,5.6,3968.83,4,24564.37,Female,Self-Employed,Bachelor,Education,South,Single,2014,60,2014-02-10,0
21,63764.14,586,10678.54,20.58,6.0,0.7,33157.35,7,13651.2,Non-Binary,Part-Time,PhD,Medical,South,Single,2017,48,2017-11-13,1
36,29455.1,704,19424.15,19.82,4.0,0.0,1902.04,4,5277.75,Male,Full-Time,Master,Business,West,Single,2013,60,2013-09-16,0
62,99778.02,583,46443.84,24.52,3.0,,20437.26,5,,Male,Full-Time,High School,Personal,West,Married,2023,84,2023-05-21,0
24,68930.32,504,8308.21,7.37,4.0,5.7,16198.96,9,24484.28,Male,Full-Time,,Car,Central,Married,2017,36,2017-01-23,1
20,96115.27,618,31012.42,9.86,1.0,3.6,6632.1,4,23937.02,Female,Self-Employed,,Home,West,Married,2019,12,2019-11-12,0
58,14991.24,754,4200.55,26.11,1.0,0.2,5031.73,6,4788.74,Female,Self-Employed,Bachelor,Education,South,Single,2022,12,2022-03-21,0
64,71737.58,708,38640.53,27.87,5.0,8.3,10690.67,5,27270.47,Female,Part-Time,High School,Education,South,Married,2022,60,2022-11-09,0
64,33133.28,618,6092.09,21.76,3.0,3.0,9244.41,4,9041.53,Male,Full-Time,Bachelor,Medical,South,Single,2014,36,2014-04-11,0
64,25050.3,607,4706.85,17.06,5.0,1.3,5237.86,1,,Female,Part-Time,High School,Car,East,Married,2017,12,2017-09-17,0
22,65790.02,601,13920.24,30.77,0.0,1.4,11736.5,1,15057.3,Male,Full-Time,,Home,East,Married,2012,48,2012-02-03,1
51,54761.06,640,16123.94,26.73,4.0,0.4,6270.07,2,18244.1,Male,Retired,High School,Home,East,Single,2021,84,2021-04-16,0
65,38364.95,661,41196.45,21.94,5.0,1.4,15516.04,9,7416.52,Non-Binary,Full-Time,PhD,Car,South,Married,2021,60,2021-12-23,1
63,46530.86,709,29747.55,7.25,6.0,1.3,6337.22,1,10802.97,Male,Self-Employed,High School,Personal,East,Married,2021,48,2021-06-12,0
73,34585.03,659,8415.53,27.08,6.0,4.2,6986.13,3,6003.39,Male,Full-Time,High School,Home,South,Married,2018,36,2018-07-24,0
38,79296.79,487,28375.49,40.89,3.0,0.4,3142.64,9,21919.61,Female,Full-Time,,Personal,South,,2020,12,2020-04-25,0
32,26492.94,645,12694.16,7.71,6.0,11.6,3399.34,1,5133.11,Female,Full-Time,,Home,East,Single,2018,48,2018-11-12,0
25,23443.09,736,42883.39,30.33,4.0,3.3,1739.99,4,4961.35,Male,Part-Time,Master,Car,East,Divorced,2016,36,2016-06-08,0
51,44488.99,696,13083.66,49.56,3.0,2.4,,3,13903.64,Female,Self-Employed,Master,Medical,South,Single,2019,36,2019-01-03,1
56,37725.49,755,18527.12,28.51,4.0,1.2,3193.95,6,9495.01,Male,Full-Time,High School,Personal,South,Single,2010,36,2010-09-21,0
19,58529.93,595,3786.64,24.34,2.0,2.0,6123.21,0,,Female,Self-Employed,,Business,West,,2021,60,2021-09-23,0
26,41099.22,808,14502.35,12.27,0.0,5.2,5679.84,4,14266.5,Female,Self-Employed,High School,Education,Central,Married,2016,24,2016-10-17,0
32,105517.31,691,18596.99,15.5,4.0,0.5,7425.98,2,28250.43,Female,Full-Time,Master,Business,South,Married,2018,36,2018-10-18,0
71,82477.4,536,54214.64,36.32,3.0,3.0,11815.64,0,21915.47,Female,Full-Time,Bachelor,Home,West,Married,2014,60,2014-06-07,1
60,35232.39,743,16838.76,43.45,0.0,4.1,22008.15,8,6300.58,Male,Full-Time,,Personal,West,Single,2012,60,2012-10-01,0
20,56590.75,663,15804.58,7.97,4.0,0.9,683.14,1,15347.68,Female,Unemployed,Bachelor,Car,North,,2010,24,2010-11-21,0
40,22585.74,596,99898.97,27.57,3.0,12.7,5559.87,4,4889.66,Female,Full-Time,PhD,Education,East,Married,2016,12,2016-12-01,1
74,58790.2,726,12440.09,45.51,3.0,0.8,4565.06,7,17768.61,Male,Self-Employed,High School,Education,West,,2015,48,2015-10-07,0
57,39731.69,643,8267.34,39.35,4.0,0.1,6249.47,7,8075.4,Male,Full-Time,High School,Home,North,Married,2018,60,2018-12-28,1
43,83420.44,592,19195.24,22.95,5.0,0.6,1614.37,1,19252.45,Female,Full-Time,,Business,Central,,2013,48,2013-05-23,0
24,109713.12,748,3212.48,7.32,0.0,1.6,35680.35,2,19868.62,Male,Full-Time,,Car,West,Divorced,2024,48,2024-07-05,0
58,56468.76,676,13364.24,39.63,5.0,7.6,718.94,7,11853.74,Female,Unemployed,PhD,Home,North,Single,2015,36,2015-10-05,0
31,,629,15166.91,21.29,0.0,3.0,99695.15,6,15492.07,Female,Full-Time,High School,Personal,West,Single,2014,48,2014-07-13,0
74,64105.35,734,9321.72,58.35,2.0,0.1,2584.56,8,18622.5,Female,Full-Time,,Education,North,,2023,36,2023-09-06,1
56,91674.29,612,30146.83,23.96,6.0,1.2,1716.57,5,25453.67,Female,Full-Time,,Education,West,Single,2018,48,2018-06-20,1
28,32891.18,665,30258.53,64.92,1.0,4.5,5951.16,3,10023.7,Female,Full-Time,Bachelor,Education,West,Divorced,2023,36,2023-12-25,1
31,62214.83,596,41463.74,26.0,6.0,8.1,4325.91,2,22982.51,Male,Self-Employed,PhD,Education,West,Divorced,2024,36,2024-08-09,0
49,43394.91,606,8430.43,33.04,1.0,5.0,25758.51,7,,Male,Retired,High School,Business,East,,2016,12,2016-02-15,0
25,72179.3,703,28987.95,24.72,3.0,6.6,3621.52,3,13596.4,Female,Full-Time,High School,Business,West,Divorced,2014,48,2014-04-04,1
46,102648.08,550,19858.99,48.57,1.0,2.6,5015.88,3,19899.61,Male,Retired,Master,Business,West,Single,2017,36,2017-05-10,0
22,83943.41,693,17088.06,19.54,0.0,7.0,,1,23663.09,Female,Full-Time,Master,Education,South,Single,2016,60,2016-07-12,0
51,61093.88,696,23712.83,17.58,1.0,10.2,2624.88,1,22940.15,Male,Unemployed,High School,Home,East,Married,2023,36,2023-11-16,0
64,58904.45,701,28405.23,19.08,0.0,,7428.0,1,14275.82,Male,Retired,Bachelor,Personal,South,Married,2020,60,2020-07-14,0
71,72343.0,545,12498.54,26.07,0.0,1.3,12297.92,8,,Male,Unemployed,Bachelor,Personal,North,Single,2018,60,2018-12-12,1
72,43860.27,457,9437.35,27.29,6.0,8.9,174.07,3,8619.36,Male,Self-Employed,Bachelor,Personal,East,Married,2017,60,2017-06-10,1
55,30144.4,577,9092.31,3.3,3.0,0.8,4859.88,9,7629.92,Male,Full-Time,High School,Personal,East,Married,2014,60,2014-05-01,1
63,26303.62,669,18538.75,39.91,3.0,8.4,1013.95,7,,Female,Full-Time,Bachelor,Education,North,,2017,36,2017-04-23,0
68,80728.9,619,25454.84,19.71,2.0,1.4,9254.64,9,15119.29,Male,Part-Time,Bachelor,Business,Central,,2014,36,2014-11-19,1
24,23003.92,694,14047.75,16.41,2.0,1.3,11467.22,8,5866.45,Female,Full-Time,High School,Home,West,Single,2018,36,2018-08-11,0
66,56791.82,669,8092.64,30.95,1.0,1.1,25174.34,3,10558.56,Male,Full-Time,Bachelor,Business,Central,Married,2023,60,2023-07-15,0
50,25758.93,619,2659.31,49.43,3.0,5.0,3109.53,8,,Female,Unemployed,Bachelor,Car,West,Married,2014,36,2014-09-07,1
61,51348.87,689,10583.21,7.74,4.0,3.9,1848.46,1,10676.27,Female,Unemployed,,Home,South,Divorced,2015,84,2015-03-10,0
56,69994.22,584,36934.02,20.8,1.0,0.1,10289.8,7,18246.66,Female,Self-Employed,Bachelor,Car,East,Married,2020,48,2020-04-13,1
27,31685.2,623,4869.26,24.87,0.0,16.0,2416.88,0,8075.39,Male,Retired,,Car,West,Married,2016,84,2016-05-21,0
74,96063.33,498,42255.26,14.62,6.0,8.4,9337.9,0,20626.47,Female,Full-Time,Master,Medical,North,Single,2017,12,2017-03-28,0
40,73924.44,691,9977.92,22.02,3.0,3.6,,2,18085.07,Male,Full-Time,,Personal,North,Single,2012,60,2012-10-25,0
53,31730.46,676,13916.84,18.5,0.0,9.0,,8,7264.53,Female,Retired,High School,Medical,Central,Married,2016,84,2016-09-20,0
69,18600.9,528,5047.22,11.29,2.0,0.2,1129.09,1,3511.2,Male,Unemployed,High School,Business,Central,Married,2012,48,2012-09-21,1
